Vestas V90 Gridstreamer;;;;;;;;;;;;;;;;0.3;;;;;0.36;;;;0.39;;;;;;;0.41;;;0.42;;;;0.43;;;;0.44;;;;;0.44;;;;;0.44;;;;;0.44;;;;;0.44;;;;;;0.43;;;;;0.41;;;;0.39;;;;;0.37;;;;;0.33;;;;;0.3;;;;0.27;;;0.24;;;;;0.21;;;;0.19;;;;0.17;;;;0.15;;;;;0.14;;;;;0.13;;;0.12;;;;;;0.11;;;;0.1;;;;0.09;;;;0.08;;;;;;0.08;;0.07;;0.07;;;0.06;;0.06;0.05;0.05;0.05;0.04;0.04;0.04;0.04;0.03;;;;;
Vestas V100-1.8;;;;;;;0.1;;;;;0.25;;;;0.35;;;;;0.4;;;;0.43;;;;;;;0.44;;;0.44;;;;0.45;;;;0.45;;;;;0.45;;;;;0.45;;;;;0.44;;;;;0.43;;;;;;0.4;;;;;0.36;;;;0.32;;;;;0.28;;;;;0.25;;;;;0.22;;;;;;;0.17;;;;;;;;;0.14;;;;;;;;0.11;;;;;;;;;;0.09;;;;;;;;;0.08;;;;;;;;0.06;;;;;;;;;;0.06;;;;0.05;;;;;;;;;;;;;;;;;;
Vestas V112-3.0 Offshore;;;;;;;0.14;;;;;0.26;;;;0.34;;;;;0.38;;;;0.4;;;;;;;0.42;;;0.43;;;;0.43;;;;0.44;;;;;0.44;;;;;0.45;;;;;0.45;;;;;0.44;;;;;;0.44;;;;;0.43;;;;0.4;;;;;0.37;;;;;0.33;;;;;0.29;;;;0.26;;;0.23;;;;;0.21;;;;0.19;;;;0.17;;;;0.15;;;;;0.14;;;;;0.12;;;0.11;;;;;;0.1;;;;0.1;;;;0.09;;;;0.08;;;;;;0.07;;0.07;;0.06;;;0.06;;0.06;0.05;0.05;0.05;0.04;0.04;0.04;0.04;0.03;;;;;
Vestas V112-3.075 Onshore;;;;;;;0.16;;;;;0.28;;;;0.34;;;;;0.38;;;;0.4;;;;;;;0.41;;;0.43;;;;0.43;;;;0.44;;;;;0.44;;;;;0.45;;;;;0.45;;;;;0.45;;;;;;0.44;;;;;0.43;;;;0.4;;;;;0.37;;;;;0.33;;;;;0.29;;;;0.26;;;0.23;;;;;0.21;;;;0.19;;;;0.17;;;;0.15;;;;;0.14;;;;;0.12;;;0.11;;;;;;0.1;;;;0.1;;;;0.09;;;;0.08;;;;;;0.07;;0.07;;0.06;;;0.06;;0.06;0.05;0.05;0.05;0.04;0.04;0.04;0.04;0.03;;;;;
Vestas V112-3.3;;;;;;;0.14;;;;;0.28;;;;0.35;;;;;0.38;;;;0.4;;;;;;;0.41;;;0.42;;;;0.43;;;;0.44;;;;;0.44;;;;;0.44;;;;;0.45;;;;;0.44;;;;;;0.44;;;;;0.43;;;;0.41;;;;;0.38;;;;;0.35;;;;;0.31;;;;0.28;;;0.25;;;;;0.22;;;;0.2;;;;0.18;;;;0.16;;;;;0.15;;;;;0.13;;;0.12;;;;;;0.11;;;;0.1;;;;0.09;;;;0.09;;;;;;0.08;;0.07;;0.07;;;0.06;;0.06;0.06;0.05;0.05;0.05;0.04;0.04;0.04;0.04;;;;;
Vestas V112-3.45;;;;;;;0.043;;;;;0.205;;;;0.318;;;;;0.378;;;;0.41;;;;;;;0.425;;;0.435;;;;0.442;;;;0.448;;;;;0.451;;;;;0.453;;;;;0.455;;;;;0.456;;;;;;0.454;;;;;0.446;;;;0.431;;;;;0.405;;;;;0.369;;;;;0.33;;;;0.293;;;0.26;;;;;0.232;;;;0.208;;;;0.188;;;;0.169;;;;;0.154;;;;;0.14;;;0.127;;;;;;0.116;;;;0.107;;;;0.098;;;;0.09;;;;;;0.083;;0.077;;0.071;;;0.066;;0.062;0.058;0.054;0.05;0.047;0.044;0.041;0.039;0.037;;;;;
Vestas V117-3.3;;;;;;;0.14;;;;;0.28;;;;0.35;;;;;0.38;;;;0.4;;;;;;;0.41;;;0.42;;;;0.43;;;;0.43;;;;;0.44;;;;;0.44;;;;;0.44;;;;;0.44;;;;;;0.44;;;;;0.43;;;;0.4;;;;;0.37;;;;;0.33;;;;;0.29;;;;0.26;;;0.23;;;;;0.2;;;;0.18;;;;0.16;;;;0.15;;;;;0.14;;;;;0.12;;;0.11;;;;;;0.1;;;;0.09;;;;0.09;;;;0.08;;;;;;0.07;;0.07;;0.06;;;0.06;;0.05;0.05;0.05;0.04;0.04;0.04;0.04;0.03;0.03;;;;;
Vestas V117-3.45;;;;;;;0.124;;;;;0.276;;;;0.356;;;;;0.395;;;;0.413;;;;;;;0.425;;;0.434;;;;0.44;;;;0.445;;;;;0.449;;;;;0.451;;;;;0.453;;;;;0.454;;;;;;0.451;;;;;0.441;;;;0.42;;;;;0.385;;;;;0.343;;;;;0.303;;;;0.268;;;0.238;;;;;0.213;;;;0.191;;;;0.172;;;;0.155;;;;;0.141;;;;;0.128;;;0.117;;;;;;0.107;;;;0.098;;;;0.09;;;;0.083;;;;;;0.076;;0.071;;0.065;;;0.061;;0.057;0.053;0.049;0.046;0.043;0.04;0.038;0.036;0.034;;;;;
Vestas V126-3.0;;;;;;;0.1;;;;;0.27;;;;0.35;;;;;0.4;;;;0.42;;;;;;;0.43;;;0.43;;;;0.44;;;;0.44;;;;;0.44;;;;;0.44;;;;;0.44;;;;;0.44;;;;;;0.42;;;;;0.38;;;;0.34;;;;;0.3;;;;;0.26;;;;;0.23;;;;0.2;;;0.18;;;;;0.16;;;;0.14;;;;0.13;;;;0.12;;;;;0.11;;;;;0.1;;;0.09;;;;;;0.08;;;;0.07;;;;0.07;;;;0.06;;;;;;0.06;;0.05;;0.05;;;0.05;;0.04;0.04;0.04;0.03;;;;;;;;;;
Vestas V126-3.3;;;;;;;0.15;;;;;0.3;;;;0.37;;;;;0.4;;;;0.42;;;;;;;0.42;;;0.43;;;;0.44;;;;0.44;;;;;0.44;;;;;0.44;;;;;0.44;;;;;0.44;;;;;;0.43;;;;;0.41;;;;0.37;;;;;0.32;;;;;0.28;;;;;0.25;;;;0.22;;;0.2;;;;;0.18;;;;0.16;;;;0.14;;;;0.13;;;;;0.12;;;;;0.11;;;0.1;;;;;;0.09;;;;0.08;;;;0.07;;;;0.07;;;;;;0.06;;0.06;;0.05;;;0.05;;0.05;0.04;0.04;0.04;;;;;;;;;;
Vestas V126-3.45;;;;;;;0.17;;;;;0.308;;;;0.376;;;;;0.407;;;;0.423;;;;;;;0.433;;;0.439;;;;0.444;;;;0.447;;;;;0.449;;;;;0.45;;;;;0.449;;;;;0.446;;;;;;0.438;;;;;0.417;;;;0.381;;;;;0.338;;;;;0.297;;;;;0.261;;;;0.231;;;0.206;;;;;0.184;;;;0.165;;;;0.148;;;;0.134;;;;;0.121;;;;;0.11;;;0.101;;;;;;0.092;;;;0.084;;;;0.077;;;;0.071;;;;;;0.066;;0.061;;0.056;;;0.052;;0.049;0.045;0.042;0.04;;;;;;;;;;
Vestas V136-3.45;;;;;;;0.15;;;;;0.3;;;;0.37;;;;;0.41;;;;0.43;;;;;;;0.44;;;0.44;;;;0.45;;;;0.45;;;;;0.45;;;;;0.45;;;;;0.45;;;;;0.44;;;;;;0.42;;;;;0.38;;;;0.34;;;;;0.29;;;;;0.26;;;;;0.22;;;;0.2;;;0.18;;;;;0.16;;;;0.14;;;;0.13;;;;0.12;;;;;0.1;;;;;0.1;;;0.09;;;;;;0.08;;;;0.07;;;;0.07;;;;0.06;;;;;;0.06;;0.05;;0.05;;;0.05;;0.04;0.04;0.04;0.03;;;;;;;;;;
Vestas V164-8.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Vind-Syssel VS130/22;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
W2E Wind to Energy W2E-93/2.0;;;;;;;;;;;;0.251;;;;0.328;;;;;;;;;0.411;;;;;;;;;;0.446;;;;;;;;0.465;;;;;;;;;;0.479;;;;;;;;;;0.469;;;;;;;;;;;0.411;;;;;;;;;0.349;;;;;;;;;;0.278;;;;;;;0.223;;;;;;;;;0.179;;;;;;;;0.145;;;;;;;;;;0.12;;;;;;;;;0.1;;;;;;;;0.084;;;;;;;;;;0.072;;;;0.061;;;;;0.053;;0.046;;0.04;;0.035;;0.031;;;;;
W2E Wind to Energy W2E-100/2.0;;;;;;;;;;;;0.168;;;;0.277;;;;;;;;;0.377;;;;;;;;;;0.417;;;;;;;;0.432;;;;;;;;;;0.438;;;;;;;;;;0.427;;;;;;;;;;;0.387;;;;;;;;;0.318;;;;;;;;;;0.248;;;;;;;0.195;;;;;;;;;0.156;;;;;;;;0.127;;;;;;;;;;0.105;;;;;;;;;0.087;;;;;;;;0.074;;;;;;;;;;0.063;;;;0.054;;;;;0.046;;0.04;;0.035;;0.031;;0.027;;;;;
W2E Wind to Energy W2E-100/2.5;;;;;;;;;;;;0.146;;;;0.263;;;;;;;;;0.407;;;;;;;;;;0.441;;;;;;;;0.452;;;;;;;;;;0.462;;;;;;;;;;0.469;;;;;;;;;;;0.451;;;;;;;;;0.386;;;;;;;;;;0.303;;;;;;;0.24;;;;;;;;;0.192;;;;;;;;0.156;;;;;;;;;;0.128;;;;;;;;;0.107;;;;;;;;0.09;;;;;;;;;;0.077;;;;0.065;;;;;0.056;;0.049;;0.043;;0.038;;0.033;;;;;
W2E Wind to Energy W2E-110/2.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
W2E Wind to Energy W2E-120/3fc;;;;;;;;;;;;0.353;;;;0.385;;;;;;;;;0.423;;;;;;;;;;0.441;;;;;;;;0.444;;;;;;;;;;0.448;;;;;;;;;;0.438;;;;;;;;;;;0.39;;;;;;;;;0.316;;;;;;;;;;0.247;;;;;;;0.195;;;;;;;;;0.156;;;;;;;;0.127;;;;;;;;;;0.104;;;;;;;;;0.087;;;;;;;;0.073;;;;;;;;;;0.062;;;;0.053;;;;;0.046;;0.04;;0.035;;0.031;;0.027;;;;;
W2E Wind to Energy W2E-120/3.5fc;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
W2E Wind to Energy W2E-120/3.2fc;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
W2E Wind to Energy W2E-138/3.0fc;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
W2E Wind to Energy W2E-145/3.0fc;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
W2E Wind to Energy W2E-151/4.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
W2E Wind to Energy W2E-151/4.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
W2E Wind to Energy W2E-151/4.8fc;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
W2E Wind to Energy W2E-155/4.5fc;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
W2E Wind to Energy W2E-165/5.2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
W2E Wind to Energy W2E-171/8.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
W2E Wind to Energy W2E-172/5.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
W2E Wind to Energy W2E-185/6.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
W2E Wind to Energy W2E-215/9.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
WDRVM WD2.5-103;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
WES 18/80;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
WES 18/100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
WES 20/50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
WES 30/250;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Wincon W755/48;;;;;;;0.17;;;;;0.26;;;;0.33;;;;;0.37;;;;0.35;;;;;;;0.32;;;0.36;;;;0.39;;;;0.41;;;;;0.42;;;;;0.43;;;;;0.43;;;;;0.42;;;;;;0.42;;;;;0.41;;;;0.4;;;;;0.38;;;;;0.37;;;;;0.35;;;;0.33;;;0.3;;;;;0.28;;;;0.25;;;;0.23;;;;0.21;;;;;0.19;;;;;0.17;;;0.16;;;;;;0.14;;;;0.13;;;;0.12;;;;0.11;;;;;;;;;;;;;;;;;;;;;;;;;;;;
WEG Wind EnergyGroup WEG MS-3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
WESPA 200/29;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
WESPA 200/31;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
WESPA 500/47;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
WESPA 750/47;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Wind World (India) ww-53;0.0;0.0;0.005;0.133;;;0.26;;;;;0.33;;;;0.366;;;;;0.4;;;;0.415;;;;;;;0.435;;;0.45;;;;0.455;;;;0.466;;;;;0.47;;;;;0.47;;;;;0.48;;;;;0.48;;;;;;0.48;;;;;0.47;;;;0.455;;;;;0.431;;;;;0.4;;;;;0.35;;;;0.316;;;0.27;;;;;0.26;;;;0.23;;;;0.205;;;;0.18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Wind World W2700;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Windflow 45-500;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Windflow 33-500;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
WindMaster / HMZ WM 300/25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
WindMaster / HMZ WM 600 VS45;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Windspot 7.5Kw;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
WinWinD WWD-1 D56;0.0;;0.0;;;;0.228;;;;;;;;;0.322;;;;;;;;;0.38;;;;;;;;;;0.408;;;;;;;;0.413;;;;;;;;;;0.418;;;;;;;;;;0.419;;;;;;;;;;;0.419;;;;;;;;;0.401;;;;;;;;;;0.378;;;;;;;0.305;;;;;;;;;0.244;;;;;;;;0.199;;;;;;;;;;0.164;;;;;;;;;0.136;;;;;;;;0.115;;;;;;;;;;0.098;;;;0.084;;;;;0.072;;0.063;;0.055;;0.048;;0.042;;;;;
WinWinD WWD-1 D60;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
WinWinD WWD-1 D64;0.0;;0.0;;;;0.0;;;;;;;;;0.29;;;;;;;;;0.367;;;;;;;;;;0.416;;;;;;;;0.435;;;;;;;;;;0.436;;;;;;;;;;0.411;;;;;;;;;;;0.394;;;;;;;;;0.374;;;;;;;;;;0.298;;;;;;;0.234;;;;;;;;;0.187;;;;;;;;0.152;;;;;;;;;;0.126;;;;;;;;;0.105;;;;;;;;0.088;;;;;;;;;;0.075;;;;0.064;;;;;;;;;;;;;;;;;;
